date,sst
1989-12-31,25.32
1990-01-07,24.67
1990-01-14,24.58
1990-01-21,25.33
1990-01-28,25.68
1990-02-04,25.55
1990-02-11,25.98
1990-02-18,25.82
1990-02-25,26.26
1990-03-04,26.619999
1990-03-11,26.91
1990-03-18,27.99
1990-03-25,27.539999
1990-04-01,27.59
1990-04-08,27.76
1990-04-15,27.88
1990-04-22,28.41
1990-04-29,28.71
1990-05-06,29.75
1990-05-13,29.39
1990-05-20,29.429998
1990-05-27,29.84
1990-06-03,30.109999
1990-06-10,30.33
1990-06-17,30.22
1990-06-24,29.74
1990-07-01,29.46
1990-07-08,28.89
1990-07-15,28.81
1990-07-22,29.08
1990-07-29,28.609999
1990-08-05,29.75
1990-08-12,29.859999
1990-08-19,29.25
1990-08-26,29.05
1990-09-02,28.75
1990-09-09,28.81
1990-09-16,29.4
1990-09-23,29.609999
1990-09-30,29.5
1990-10-07,29.17
1990-10-14,28.97
1990-10-21,28.58
1990-10-28,27.59
1990-11-04,27.14
1990-11-11,27.949999
1990-11-18,27.92
1990-11-25,27.539999
1990-12-02,27.21
1990-12-09,27.01
1990-12-16,26.109999
1990-12-23,25.779999
1990-12-30,25.3
1991-01-06,24.82
1991-01-13,25.0
1991-01-20,25.31
1991-01-27,25.599998
1991-02-03,26.07
1991-02-10,26.59
1991-02-17,27.019999
1991-02-24,27.33
1991-03-03,27.55
1991-03-10,27.74
1991-03-17,28.019999
1991-03-24,28.48
1991-03-31,28.08
1991-04-07,28.349998
1991-04-14,28.769999
1991-04-21,29.5
1991-04-28,28.57
1991-05-05,28.439999
1991-05-12,28.73
1991-05-19,28.59
1991-05-26,29.88
1991-06-02,29.59
1991-06-09,29.369999
1991-06-16,29.41
1991-06-23,29.31
1991-06-30,29.289999
1991-07-07,29.4
1991-07-14,28.99
1991-07-21,29.56
1991-07-28,28.51
1991-08-04,30.05
1991-08-11,29.609999
1991-08-18,29.66
1991-08-25,29.539999
1991-09-01,29.75
1991-09-08,30.279999
1991-09-15,30.33
1991-09-22,29.48
1991-09-29,30.279999
1991-10-06,30.25
1991-10-13,29.3
1991-10-20,29.34
1991-10-27,29.17
1991-11-03,27.98
1991-11-10,27.38
1991-11-17,26.83
1991-11-24,25.82
1991-12-01,25.599998
1991-12-08,25.699999
1991-12-15,26.21
1991-12-22,25.84
1991-12-29,25.64
1992-01-05,25.32
1992-01-12,25.41
1992-01-19,25.529999
1992-01-26,25.26
1992-02-02,25.14
1992-02-09,25.76
1992-02-16,26.279999
1992-02-23,26.439999
1992-03-01,27.07
1992-03-08,27.63
1992-03-15,27.57
1992-03-22,27.65
1992-03-29,27.269999
1992-04-05,27.73
1992-04-12,27.96
1992-04-19,28.13
1992-04-26,28.5
1992-05-03,28.51
1992-05-10,28.939999
1992-05-17,29.05
1992-05-24,29.21
1992-05-31,29.34
1992-06-07,29.869999
1992-06-14,29.59
1992-06-21,29.59
1992-06-28,29.59
1992-07-05,29.539999
1992-07-12,29.32
1992-07-19,28.949999
1992-07-26,28.699999
1992-08-02,28.789999
1992-08-09,28.939999
1992-08-16,29.22
1992-08-23,29.859999
1992-08-30,29.5
1992-09-06,29.5
1992-09-13,29.41
1992-09-20,29.75
1992-09-27,29.74
1992-10-04,29.91
1992-10-11,29.81
1992-10-18,29.23
1992-10-25,28.74
1992-11-01,28.23
1992-11-08,27.76
1992-11-15,27.48
1992-11-22,26.92
1992-11-29,26.43
1992-12-06,26.38
1992-12-13,25.73
1992-12-20,25.8
1992-12-27,25.529999
1993-01-03,25.279999
1993-01-10,25.34
1993-01-17,25.93
1993-01-24,25.789999
1993-01-31,25.5
1993-02-07,26.07
1993-02-14,25.84
1993-02-21,25.63
1993-02-28,26.16
1993-03-07,26.599998
1993-03-14,26.91
1993-03-21,26.84
1993-03-28,27.65
1993-04-04,27.99
1993-04-11,27.49
1993-04-18,28.039999
1993-04-25,28.189999
1993-05-02,27.96
1993-05-09,29.07
1993-05-16,28.76
1993-05-23,29.679998
1993-05-30,29.859999
1993-06-06,30.34
1993-06-13,30.15
1993-06-20,29.449999
1993-06-27,29.65
1993-07-04,29.56
1993-07-11,29.01
1993-07-18,29.189999
1993-07-25,29.59
1993-08-01,29.449999
1993-08-08,29.269999
1993-08-15,29.05
1993-08-22,29.39
1993-08-29,29.49
1993-09-05,29.41
1993-09-12,28.92
1993-09-19,29.429998
1993-09-26,29.099998
1993-10-03,29.66
1993-10-10,29.449999
1993-10-17,29.3
1993-10-24,28.609999
1993-10-31,28.359999
1993-11-07,27.82
1993-11-14,27.3
1993-11-21,27.08
1993-11-28,26.689999
1993-12-05,26.99
1993-12-12,25.57
1993-12-19,25.01
1993-12-26,24.6
1994-01-02,24.83
1994-01-09,25.109999
1994-01-16,25.55
1994-01-23,25.769999
1994-01-30,25.949999
1994-02-06,25.89
1994-02-13,25.92
1994-02-20,26.38
1994-02-27,26.8
1994-03-06,26.949999
1994-03-13,27.24
1994-03-20,27.599998
1994-03-27,27.359999
1994-04-03,27.93
1994-04-10,28.99
1994-04-17,28.4
1994-04-24,28.83
1994-05-01,29.01
1994-05-08,29.58
1994-05-15,29.31
1994-05-22,29.9
1994-05-29,29.539999
1994-06-05,29.38
1994-06-12,29.4
1994-06-19,29.289999
1994-06-26,29.09
1994-07-03,28.789999
1994-07-10,29.38
1994-07-17,28.73
1994-07-24,28.81
1994-07-31,29.32
1994-08-07,29.05
1994-08-14,28.88
1994-08-21,28.55
1994-08-28,28.869999
1994-09-04,28.47
1994-09-11,28.689999
1994-09-18,29.71
1994-09-25,30.179998
1994-10-02,30.15
1994-10-09,29.179998
1994-10-16,29.06
1994-10-23,28.849998
1994-10-30,28.9
1994-11-06,27.859999
1994-11-13,27.63
1994-11-20,27.08
1994-11-27,26.369999
1994-12-04,25.949999
1994-12-11,25.859999
1994-12-18,24.779999
1994-12-25,24.39
1995-01-01,23.93
1995-01-08,24.13
1995-01-15,24.85
1995-01-22,25.439999
1995-01-29,25.599998
1995-02-05,25.0
1995-02-12,25.51
1995-02-19,25.789999
1995-02-26,26.449999
1995-03-05,27.119999
1995-03-12,27.779999
1995-03-19,28.31
1995-03-26,28.32
1995-04-02,28.39
1995-04-09,28.75
1995-04-16,29.01
1995-04-23,29.019999
1995-04-30,29.179998
1995-05-07,29.33
1995-05-14,28.07
1995-05-21,28.46
1995-05-28,28.689999
1995-06-04,28.74
1995-06-11,29.34
1995-06-18,29.359999
1995-06-25,29.25
1995-07-02,29.75
1995-07-09,29.269999
1995-07-16,29.15
1995-07-23,28.65
1995-07-30,28.72
1995-08-06,28.789999
1995-08-13,28.619999
1995-08-20,28.74
1995-08-27,29.609999
1995-09-03,29.47
1995-09-10,29.81
1995-09-17,29.34
1995-09-24,28.97
1995-10-01,29.63
1995-10-08,29.57
1995-10-15,29.429998
1995-10-22,28.89
1995-10-29,28.4
1995-11-05,27.88
1995-11-12,27.699999
1995-11-19,27.439999
1995-11-26,26.74
1995-12-03,26.349998
1995-12-10,25.91
1995-12-17,25.68
1995-12-24,25.65
1995-12-31,25.279999
1996-01-07,25.43
1996-01-14,25.55
1996-01-21,25.47
1996-01-28,25.18
1996-02-04,25.01
1996-02-11,24.859999
1996-02-18,25.68
1996-02-25,26.39
1996-03-03,26.529999
1996-03-10,27.439999
1996-03-17,27.519999
1996-03-24,27.09
1996-03-31,27.4
1996-04-07,28.029999
1996-04-14,28.609999
1996-04-21,28.599998
1996-04-28,28.97
1996-05-05,29.039999
1996-05-12,29.08
1996-05-19,29.81
1996-05-26,29.05
1996-06-02,29.289999
1996-06-09,29.84
1996-06-16,29.21
1996-06-23,29.189999
1996-06-30,28.82
1996-07-07,28.779999
1996-07-14,29.65
1996-07-21,29.72
1996-07-28,29.75
1996-08-04,29.029999
1996-08-11,29.33
1996-08-18,28.99
1996-08-25,29.109999
1996-09-01,29.05
1996-09-08,29.769999
1996-09-15,29.769999
1996-09-22,30.0
1996-09-29,29.949999
1996-10-06,29.14
1996-10-13,29.23
1996-10-20,28.96
1996-10-27,28.68
1996-11-03,28.14
1996-11-10,27.68
1996-11-17,27.01
1996-11-24,26.539999
1996-12-01,26.48
1996-12-08,24.689999
1996-12-15,25.289999
1996-12-22,25.67
1996-12-29,23.75
1997-01-05,23.769999
1997-01-12,24.21
1997-01-19,24.83
1997-01-26,25.1
1997-02-02,24.869999
1997-02-09,24.949999
1997-02-16,24.91
1997-02-23,25.18
1997-03-02,26.269999
1997-03-09,27.039999
1997-03-16,27.14
1997-03-23,27.42
1997-03-30,27.34
1997-04-06,27.51
1997-04-13,27.91
1997-04-20,28.22
1997-04-27,28.49
1997-05-04,28.68
1997-05-11,28.8
1997-05-18,28.41
1997-05-25,28.99
1997-06-01,30.029999
1997-06-08,29.699999
1997-06-15,29.73
1997-06-22,29.619999
1997-06-29,29.5
1997-07-06,29.07
1997-07-13,28.9
1997-07-20,29.029999
1997-07-27,28.869999
1997-08-03,28.51
1997-08-10,28.75
1997-08-17,28.49
1997-08-24,29.15
1997-08-31,28.92
1997-09-07,28.73
1997-09-14,29.25
1997-09-21,29.769999
1997-09-28,29.66
1997-10-05,29.98
1997-10-12,29.9
1997-10-19,29.529999
1997-10-26,29.33
1997-11-02,28.42
1997-11-09,28.609999
1997-11-16,28.269999
1997-11-23,28.21
1997-11-30,27.56
1997-12-07,27.14
1997-12-14,26.33
1997-12-21,26.029999
1997-12-28,25.529999
1998-01-04,25.55
1998-01-11,25.32
1998-01-18,25.48
1998-01-25,25.46
1998-02-01,25.269999
1998-02-08,25.31
1998-02-15,25.849998
1998-02-22,26.15
1998-03-01,26.779999
1998-03-08,27.13
1998-03-15,27.859999
1998-03-22,27.91
1998-03-29,27.99
1998-04-05,28.65
1998-04-12,28.56
1998-04-19,28.449999
1998-04-26,28.63
1998-05-03,29.25
1998-05-10,29.82
1998-05-17,29.84
1998-05-24,30.34
1998-05-31,30.449999
1998-06-07,30.519999
1998-06-14,30.47
1998-06-21,30.34
1998-06-28,30.119999
1998-07-05,29.869999
1998-07-12,29.84
1998-07-19,29.859999
1998-07-26,29.779999
1998-08-02,29.74
1998-08-09,29.619999
1998-08-16,29.74
1998-08-23,29.679998
1998-08-30,29.8
1998-09-06,29.359999
1998-09-13,29.5
1998-09-20,29.99
1998-09-27,30.449999
1998-10-04,30.83
1998-10-11,30.179998
1998-10-18,29.83
1998-10-25,29.99
1998-11-01,29.32
1998-11-08,29.07
1998-11-15,28.859999
1998-11-22,27.92
1998-11-29,27.42
1998-12-06,26.31
1998-12-13,26.14
