date,sst
1989-12-31,27.8
1990-01-07,27.5
1990-01-14,27.07
1990-01-21,27.24
1990-01-28,27.269999
1990-02-04,27.099998
1990-02-11,27.58
1990-02-18,28.09
1990-02-25,28.369999
1990-03-04,28.71
1990-03-11,29.099998
1990-03-18,29.57
1990-03-25,29.41
1990-04-01,29.71
1990-04-08,29.75
1990-04-15,29.609999
1990-04-22,30.0
1990-04-29,30.429998
1990-05-06,29.199999
1990-05-13,29.05
1990-05-20,29.179998
1990-05-27,29.66
1990-06-03,29.41
1990-06-10,28.9
1990-06-17,29.15
1990-06-24,28.97
1990-07-01,28.58
1990-07-08,28.529999
1990-07-15,28.4
1990-07-22,28.869999
1990-07-29,28.68
1990-08-05,28.15
1990-08-12,28.189999
1990-08-19,27.73
1990-08-26,28.49
1990-09-02,28.68
1990-09-09,28.98
1990-09-16,28.92
1990-09-23,28.9
1990-09-30,29.08
1990-10-07,29.24
1990-10-14,29.33
1990-10-21,29.0
1990-10-28,29.25
1990-11-04,28.22
1990-11-11,28.63
1990-11-18,28.859999
1990-11-25,28.49
1990-12-02,28.23
1990-12-09,28.33
1990-12-16,27.66
1990-12-23,27.51
1990-12-30,27.88
1991-01-06,27.56
1991-01-13,27.689999
1991-01-20,27.55
1991-01-27,27.519999
1991-02-03,27.779999
1991-02-10,27.49
1991-02-17,27.43
1991-02-24,27.67
1991-03-03,28.09
1991-03-10,28.33
1991-03-17,28.869999
1991-03-24,29.25
1991-03-31,29.41
1991-04-07,30.279999
1991-04-14,30.32
1991-04-21,31.119999
1991-04-28,29.48
1991-05-05,29.58
1991-05-12,30.34
1991-05-19,30.769999
1991-05-26,30.949999
1991-06-02,29.949999
1991-06-09,30.09
1991-06-16,28.81
1991-06-23,29.119999
1991-06-30,29.269999
1991-07-07,28.65
1991-07-14,28.75
1991-07-21,29.07
1991-07-28,29.09
1991-08-04,29.369999
1991-08-11,29.05
1991-08-18,28.349998
1991-08-25,28.74
1991-09-01,29.64
1991-09-08,29.83
1991-09-15,28.89
1991-09-22,28.75
1991-09-29,28.66
1991-10-06,28.56
1991-10-13,28.5
1991-10-20,29.039999
1991-10-27,28.369999
1991-11-03,28.779999
1991-11-10,29.0
1991-11-17,28.33
1991-11-24,28.029999
1991-12-01,27.89
1991-12-08,27.519999
1991-12-15,27.71
1991-12-22,27.66
1991-12-29,27.65
1992-01-05,27.06
1992-01-12,27.289999
1992-01-19,27.71
1992-01-26,27.449999
1992-02-02,27.49
1992-02-09,27.789999
1992-02-16,28.01
1992-02-23,28.0
1992-03-01,28.16
1992-03-08,28.48
1992-03-15,29.13
1992-03-22,28.859999
1992-03-29,28.789999
1992-04-05,29.529999
1992-04-12,29.609999
1992-04-19,30.13
1992-04-26,30.66
1992-05-03,31.039999
1992-05-10,30.72
1992-05-17,29.55
1992-05-24,29.55
1992-05-31,29.72
1992-06-07,30.3
1992-06-14,29.789999
1992-06-21,29.32
1992-06-28,29.24
1992-07-05,29.25
1992-07-12,28.949999
1992-07-19,28.59
1992-07-26,28.57
1992-08-02,28.01
1992-08-09,27.59
1992-08-16,28.32
1992-08-23,28.47
1992-08-30,28.26
1992-09-06,28.25
1992-09-13,28.46
1992-09-20,28.81
1992-09-27,29.25
1992-10-04,29.269999
1992-10-11,28.91
1992-10-18,28.269999
