date,sst
1989-12-31,24.89
1990-01-07,24.13
1990-01-14,24.029999
1990-01-21,23.99
1990-01-28,24.369999
1990-02-04,24.33
1990-02-11,24.67
1990-02-18,24.779999
1990-02-25,25.109999
1990-03-04,24.93
1990-03-11,25.21
1990-03-18,26.0
1990-03-25,26.07
1990-04-01,26.25
1990-04-08,26.9
1990-04-15,27.019999
1990-04-22,27.779999
1990-04-29,28.34
1990-05-06,29.769999
1990-05-13,29.34
1990-05-20,29.47
1990-05-27,29.34
1990-06-03,29.59
1990-06-10,29.429998
1990-06-17,29.65
1990-06-24,29.59
1990-07-01,29.369999
1990-07-08,29.21
1990-07-15,29.289999
1990-07-22,29.25
1990-07-29,28.47
1990-08-05,28.789999
1990-08-12,28.63
1990-08-19,28.38
1990-08-26,28.779999
1990-09-02,28.68
1990-09-09,28.599998
1990-09-16,28.72
1990-09-23,29.0
1990-09-30,28.769999
1990-10-07,28.83
1990-10-14,29.13
1990-10-21,28.97
1990-10-28,28.099998
1990-11-04,27.539999
1990-11-11,28.25
1990-11-18,27.81
1990-11-25,27.22
1990-12-02,26.34
1990-12-09,25.859999
1990-12-16,25.57
1990-12-23,25.449999
1990-12-30,25.269999
1991-01-06,24.59
1991-01-13,24.41
1991-01-20,24.359999
1991-01-27,24.1
1991-02-03,24.56
1991-02-10,24.92
1991-02-17,25.18
1991-02-24,25.56
1991-03-03,26.13
1991-03-10,26.75
1991-03-17,27.15
1991-03-24,27.83
1991-03-31,27.779999
1991-04-07,28.14
1991-04-14,28.689999
1991-04-21,29.01
1991-04-28,27.769999
1991-05-05,27.99
1991-05-12,28.939999
1991-05-19,29.38
1991-05-26,29.98
1991-06-02,29.17
1991-06-09,29.25
1991-06-16,29.179998
1991-06-23,29.23
1991-06-30,29.109999
1991-07-07,29.25
1991-07-14,28.67
1991-07-21,29.25
1991-07-28,28.99
1991-08-04,29.89
1991-08-11,29.73
1991-08-18,29.71
1991-08-25,29.5
1991-09-01,29.64
1991-09-08,30.029999
1991-09-15,29.75
1991-09-22,29.25
1991-09-29,30.019999
1991-10-06,29.949999
1991-10-13,29.15
1991-10-20,29.08
1991-10-27,28.97
1991-11-03,28.39
1991-11-10,27.72
1991-11-17,26.98
1991-11-24,25.689999
1991-12-01,25.47
1991-12-08,25.029999
1991-12-15,25.06
1991-12-22,24.779999
1991-12-29,24.859999
1992-01-05,24.22
1992-01-12,23.939999
1992-01-19,24.0
1992-01-26,24.16
1992-02-02,24.289999
1992-02-09,24.24
1992-02-16,24.34
1992-02-23,24.199999
1992-03-01,24.609999
1992-03-08,25.529999
1992-03-15,26.099998
1992-03-22,26.63
1992-03-29,26.68
1992-04-05,27.42
1992-04-12,27.8
1992-04-19,27.769999
1992-04-26,28.64
1992-05-03,28.73
1992-05-10,29.429998
1992-05-17,28.98
1992-05-24,29.13
1992-05-31,29.3
1992-06-07,29.8
1992-06-14,29.73
1992-06-21,29.74
1992-06-28,29.46
1992-07-05,29.25
1992-07-12,28.96
1992-07-19,28.83
1992-07-26,28.73
1992-08-02,28.74
1992-08-09,28.859999
1992-08-16,29.109999
1992-08-23,29.22
1992-08-30,29.189999
1992-09-06,29.269999
1992-09-13,29.06
1992-09-20,28.75
1992-09-27,29.029999
1992-10-04,29.22
1992-10-11,28.89
1992-10-18,27.98
1992-10-25,27.769999
1992-11-01,27.55
1992-11-08,27.269999
1992-11-15,27.099998
1992-11-22,26.599998
1992-11-29,26.06
1992-12-06,25.68
1992-12-13,25.09
1992-12-20,24.9
1992-12-27,24.619999
1993-01-03,24.18
1993-01-10,24.35
1993-01-17,24.34
1993-01-24,23.91
1993-01-31,23.769999
1993-02-07,24.14
1993-02-14,23.939999
1993-02-21,23.96
1993-02-28,24.49
1993-03-07,25.0
1993-03-14,25.769999
1993-03-21,26.05
1993-03-28,26.599998
1993-04-04,26.89
1993-04-11,26.59
1993-04-18,27.619999
1993-04-25,28.289999
1993-05-02,28.49
1993-05-09,29.429998
1993-05-16,29.48
1993-05-23,29.789999
1993-05-30,29.769999
1993-06-06,30.179998
1993-06-13,29.99
1993-06-20,29.029999
1993-06-27,29.34
1993-07-04,29.519999
1993-07-11,28.97
1993-07-18,29.019999
1993-07-25,29.07
1993-08-01,29.099998
1993-08-08,28.93
1993-08-15,28.88
1993-08-22,28.93
1993-08-29,29.16
1993-09-05,28.89
1993-09-12,28.84
1993-09-19,28.68
1993-09-26,29.05
1993-10-03,29.529999
1993-10-10,29.109999
1993-10-17,29.09
1993-10-24,28.83
1993-10-31,28.4
1993-11-07,27.789999
1993-11-14,27.24
1993-11-21,26.9
1993-11-28,26.39
1993-12-05,26.92
1993-12-12,25.89
1993-12-19,25.25
1993-12-26,24.73
1994-01-02,25.01
1994-01-09,25.05
1994-01-16,24.869999
1994-01-23,24.4
1994-01-30,24.0
1994-02-06,24.39
1994-02-13,24.359999
1994-02-20,24.49
1994-02-27,24.82
1994-03-06,24.97
1994-03-13,25.359999
1994-03-20,26.099998
1994-03-27,26.43
1994-04-03,27.119999
1994-04-10,28.099998
1994-04-17,28.099998
1994-04-24,28.65
1994-05-01,28.4
1994-05-08,29.119999
1994-05-15,29.56
1994-05-22,29.84
1994-05-29,29.679998
1994-06-05,29.59
1994-06-12,29.609999
1994-06-19,29.38
1994-06-26,29.41
1994-07-03,29.07
1994-07-10,29.099998
1994-07-17,28.73
1994-07-24,28.08
1994-07-31,28.15
1994-08-07,28.279999
1994-08-14,28.4
1994-08-21,28.289999
1994-08-28,28.3
1994-09-04,28.08
1994-09-11,28.08
1994-09-18,28.51
1994-09-25,28.939999
1994-10-02,29.24
1994-10-09,28.99
