date,sst
1989-12-31,28.16
1990-01-07,27.93
1990-01-14,27.83
1990-01-21,27.939999
1990-01-28,28.17
1990-02-04,28.449999
1990-02-11,28.609999
1990-02-18,28.84
1990-02-25,29.099998
1990-03-04,29.099998
1990-03-11,29.199999
1990-03-18,29.75
1990-03-25,29.81
1990-04-01,29.66
1990-04-08,29.97
1990-04-15,30.49
1990-04-22,30.119999
1990-04-29,30.06
1990-05-06,30.82
1990-05-13,30.97
1990-05-20,30.429998
1990-05-27,29.929998
1990-06-03,29.199999
1990-06-10,29.08
1990-06-17,28.689999
1990-06-24,28.58
1990-07-01,28.84
1990-07-08,28.32
1990-07-15,28.58
1990-07-22,28.289999
1990-07-29,28.26
1990-08-05,28.17
1990-08-12,28.109999
1990-08-19,27.92
1990-08-26,28.199999
1990-09-02,28.449999
1990-09-09,28.84
1990-09-16,28.74
1990-09-23,28.699999
1990-09-30,28.199999
1990-10-07,28.22
1990-10-14,28.38
1990-10-21,28.88
1990-10-28,28.82
1990-11-04,28.359999
1990-11-11,28.82
1990-11-18,28.89
1990-11-25,28.8
1990-12-02,28.32
1990-12-09,28.109999
1990-12-16,27.97
1990-12-23,28.14
1990-12-30,28.39
1991-01-06,28.21
1991-01-13,28.359999
1991-01-20,28.349998
1991-01-27,28.43
1991-02-03,28.92
1991-02-10,28.48
1991-02-17,28.539999
1991-02-24,28.81
1991-03-03,29.199999
1991-03-10,29.269999
1991-03-17,29.59
1991-03-24,30.31
1991-03-31,30.09
1991-04-07,30.0
1991-04-14,30.59
1991-04-21,30.429998
1991-04-28,30.05
1991-05-05,30.539999
1991-05-12,30.82
1991-05-19,30.75
1991-05-26,30.99
1991-06-02,30.279999
1991-06-09,29.98
1991-06-16,29.279999
1991-06-23,29.609999
1991-06-30,29.91
1991-07-07,29.33
1991-07-14,29.039999
1991-07-21,28.84
1991-07-28,28.88
1991-08-04,29.57
1991-08-11,28.84
1991-08-18,28.59
1991-08-25,28.289999
1991-09-01,28.39
1991-09-08,28.46
1991-09-15,28.279999
1991-09-22,28.019999
1991-09-29,28.05
1991-10-06,28.81
1991-10-13,28.34
1991-10-20,28.84
1991-10-27,28.619999
1991-11-03,28.65
1991-11-10,28.609999
1991-11-17,28.439999
1991-11-24,27.859999
1991-12-01,28.05
1991-12-08,28.019999
1991-12-15,27.48
1991-12-22,27.769999
1991-12-29,28.15
1992-01-05,27.769999
1992-01-12,27.849998
1992-01-19,27.51
1992-01-26,27.39
1992-02-02,27.47
1992-02-09,27.89
1992-02-16,27.67
1992-02-23,27.869999
1992-03-01,28.21
1992-03-08,28.199999
1992-03-15,28.89
1992-03-22,28.99
1992-03-29,29.14
1992-04-05,29.46
1992-04-12,29.91
1992-04-19,29.91
1992-04-26,30.34
1992-05-03,30.75
1992-05-10,30.289999
1992-05-17,30.08
1992-05-24,30.06
1992-05-31,29.91
1992-06-07,30.38
1992-06-14,29.97
1992-06-21,29.429998
1992-06-28,29.01
1992-07-05,29.22
1992-07-12,28.599998
1992-07-19,28.369999
1992-07-26,28.46
1992-08-02,28.119999
1992-08-09,27.73
1992-08-16,28.38
1992-08-23,28.119999
1992-08-30,27.789999
1992-09-06,27.72
1992-09-13,28.109999
1992-09-20,28.529999
1992-09-27,29.039999
1992-10-04,28.75
1992-10-11,28.65
1992-10-18,28.05
1992-10-25,28.189999
1992-11-01,28.21
1992-11-08,28.01
1992-11-15,28.06
1992-11-22,28.0
1992-11-29,27.539999
1992-12-06,27.66
1992-12-13,27.699999
1992-12-20,27.83
1992-12-27,27.869999
1993-01-03,27.43
1993-01-10,27.689999
1993-01-17,27.619999
1993-01-24,27.539999
1993-01-31,27.269999
1993-02-07,27.31
1993-02-14,27.4
1993-02-21,27.59
1993-02-28,27.83
1993-03-07,28.75
1993-03-14,28.88
1993-03-21,29.029999
1993-03-28,29.46
1993-04-04,29.97
1993-04-11,29.59
1993-04-18,30.24
1993-04-25,30.449999
1993-05-02,30.49
1993-05-09,31.13
1993-05-16,30.779999
1993-05-23,30.24
1993-05-30,29.949999
1993-06-06,29.47
1993-06-13,28.789999
1993-06-20,29.01
1993-06-27,29.25
1993-07-04,28.96
1993-07-11,28.73
1993-07-18,28.55
1993-07-25,28.13
1993-08-01,28.46
1993-08-08,28.369999
1993-08-15,28.07
1993-08-22,28.06
1993-08-29,28.51
1993-09-05,28.439999
1993-09-12,28.33
1993-09-19,28.18
1993-09-26,28.269999
1993-10-03,28.18
1993-10-10,27.869999
1993-10-17,28.24
1993-10-24,28.81
1993-10-31,28.369999
1993-11-07,28.39
1993-11-14,28.89
1993-11-21,29.08
1993-11-28,29.25
1993-12-05,28.869999
1993-12-12,28.73
1993-12-19,28.539999
1993-12-26,27.67
1994-01-02,27.869999
1994-01-09,28.09
1994-01-16,28.01
1994-01-23,27.63
1994-01-30,28.279999
1994-02-06,28.76
1994-02-13,28.46
1994-02-20,28.359999
1994-02-27,28.55
1994-03-06,28.349998
1994-03-13,28.83
1994-03-20,28.57
1994-03-27,28.71
1994-04-03,29.449999
1994-04-10,29.609999
1994-04-17,29.88
1994-04-24,29.47
1994-05-01,29.039999
1994-05-08,28.68
1994-05-15,28.93
1994-05-22,29.23
1994-05-29,29.25
1994-06-05,28.539999
1994-06-12,28.51
1994-06-19,28.09
1994-06-26,28.31
1994-07-03,28.349998
1994-07-10,27.98
1994-07-17,27.8
1994-07-24,27.63
1994-07-31,27.84
1994-08-07,28.189999
1994-08-14,27.93
1994-08-21,27.92
1994-08-28,28.099998
1994-09-04,27.09
1994-09-11,26.859999
1994-09-18,27.46
1994-09-25,28.289999
1994-10-02,28.73
1994-10-09,28.68
1994-10-16,28.519999
1994-10-23,28.289999
1994-10-30,28.359999
1994-11-06,28.019999
1994-11-13,28.269999
1994-11-20,28.539999
1994-11-27,28.779999
1994-12-04,28.32
1994-12-11,28.349998
1994-12-18,28.51
1994-12-25,28.25
1995-01-01,27.859999
1995-01-08,27.81
1995-01-15,27.74
1995-01-22,27.789999
1995-01-29,28.13
1995-02-05,27.98
1995-02-12,27.99
1995-02-19,28.56
1995-02-26,28.58
1995-03-05,28.66
1995-03-12,29.34
1995-03-19,29.59
1995-03-26,29.66
1995-04-02,30.0
1995-04-09,30.449999
1995-04-16,30.41
1995-04-23,30.66
1995-04-30,30.56
1995-05-07,30.109999
1995-05-14,29.75
1995-05-21,29.619999
1995-05-28,29.289999
1995-06-04,29.34
1995-06-11,29.269999
1995-06-18,28.859999
1995-06-25,28.91
1995-07-02,28.68
1995-07-09,28.75
1995-07-16,28.609999
1995-07-23,28.539999
1995-07-30,28.49
1995-08-06,28.539999
1995-08-13,28.539999
1995-08-20,28.47
1995-08-27,28.119999
1995-09-03,27.859999
1995-09-10,28.349998
1995-09-17,28.039999
1995-09-24,27.99
1995-10-01,28.26
1995-10-08,28.189999
1995-10-15,28.21
1995-10-22,28.49
1995-10-29,28.76
1995-11-05,28.609999
1995-11-12,28.539999
1995-11-19,28.06
1995-11-26,28.38
1995-12-03,28.24
1995-12-10,27.849998
1995-12-17,28.13
1995-12-24,27.93
1995-12-31,27.3
1996-01-07,27.539999
1996-01-14,27.48
1996-01-21,27.51
1996-01-28,27.73
1996-02-04,27.66
1996-02-11,27.56
1996-02-18,27.97
1996-02-25,27.96
1996-03-03,28.23
1996-03-10,29.0
1996-03-17,29.269999
1996-03-24,29.66
1996-03-31,30.09
1996-04-07,30.699999
1996-04-14,30.63
1996-04-21,30.39
1996-04-28,29.929998
1996-05-05,29.46
1996-05-12,29.429998
1996-05-19,29.5
1996-05-26,29.73
1996-06-02,30.119999
1996-06-09,29.63
1996-06-16,29.519999
1996-06-23,29.199999
1996-06-30,29.07
1996-07-07,29.14
1996-07-14,28.72
1996-07-21,28.65
1996-07-28,28.32
1996-08-04,28.24
1996-08-11,28.43
1996-08-18,28.68
1996-08-25,28.4
1996-09-01,28.189999
1996-09-08,28.189999
1996-09-15,27.93
1996-09-22,28.13
1996-09-29,27.859999
1996-10-06,27.99
1996-10-13,28.5
1996-10-20,28.48
1996-10-27,28.199999
1996-11-03,27.949999
1996-11-10,28.349998
1996-11-17,28.25
1996-11-24,28.09
1996-12-01,28.31
1996-12-08,27.75
1996-12-15,28.529999
1996-12-22,28.4
1996-12-29,27.269999
1997-01-05,27.529999
1997-01-12,27.58
1997-01-19,28.099998
1997-01-26,27.92
1997-02-02,27.67
1997-02-09,27.55
1997-02-16,27.71
1997-02-23,27.93
1997-03-02,28.75
1997-03-09,29.58
1997-03-16,29.3
1997-03-23,29.82
1997-03-30,30.0
1997-04-06,29.66
1997-04-13,30.24
1997-04-20,30.41
1997-04-27,30.05
1997-05-04,30.429998
1997-05-11,30.66
1997-05-18,29.289999
1997-05-25,28.65
1997-06-01,28.82
1997-06-08,29.429998
1997-06-15,29.779999
1997-06-22,29.46
1997-06-29,29.08
1997-07-06,28.81
1997-07-13,28.59
1997-07-20,28.5
1997-07-27,28.119999
1997-08-03,27.68
1997-08-10,28.15
1997-08-17,28.15
1997-08-24,28.09
1997-08-31,28.32
1997-09-07,28.92
1997-09-14,28.84
1997-09-21,28.96
1997-09-28,28.689999
1997-10-05,28.49
1997-10-12,29.279999
1997-10-19,29.88
1997-10-26,30.029999
1997-11-02,29.31
1997-11-09,29.199999
1997-11-16,29.23
1997-11-23,29.09
1997-11-30,29.34
1997-12-07,29.279999
1997-12-14,28.699999
1997-12-21,28.73
1997-12-28,28.539999
1998-01-04,28.539999
1998-01-11,28.689999
1998-01-18,28.47
1998-01-25,28.74
1998-02-01,28.699999
1998-02-08,29.029999
1998-02-15,29.08
1998-02-22,29.0
1998-03-01,29.24
1998-03-08,29.09
1998-03-15,29.75
1998-03-22,29.91
1998-03-29,30.23
1998-04-05,30.429998
1998-04-12,30.57
1998-04-19,31.039999
1998-04-26,31.16
1998-05-03,31.21
1998-05-10,31.09
1998-05-17,31.14
1998-05-24,30.869999
1998-05-31,30.289999
1998-06-07,29.949999
1998-06-14,29.58
1998-06-21,29.49
1998-06-28,29.16
1998-07-05,28.65
1998-07-12,29.3
1998-07-19,29.369999
1998-07-26,29.34
1998-08-02,29.31
1998-08-09,29.24
1998-08-16,28.96
1998-08-23,29.15
1998-08-30,28.98
1998-09-06,29.0
1998-09-13,29.21
1998-09-20,29.269999
1998-09-27,29.179998
1998-10-04,29.09
1998-10-11,29.109999
1998-10-18,28.859999
1998-10-25,28.939999
1998-11-01,29.179998
1998-11-08,28.81
1998-11-15,28.66
1998-11-22,28.519999
1998-11-29,29.22
1998-12-06,28.81
1998-12-13,28.609999
1998-12-20,28.609999
1998-12-27,28.65
1999-01-03,28.199999
1999-01-10,28.59
1999-01-17,28.49
1999-01-24,28.369999
1999-01-31,28.82
1999-02-07,28.65
1999-02-14,28.57
1999-02-21,28.83
1999-02-28,29.25
1999-03-07,28.97
1999-03-14,29.289999
1999-03-21,29.59
1999-03-28,29.779999
1999-04-04,29.97
1999-04-11,29.75
1999-04-18,29.609999
1999-04-25,29.08
1999-05-02,29.34
1999-05-09,29.58
1999-05-16,29.529999
1999-05-23,29.13
1999-05-30,28.849998
1999-06-06,28.23
1999-06-13,27.949999
1999-06-20,28.359999
1999-06-27,28.5
1999-07-04,28.56
1999-07-11,28.38
1999-07-18,28.119999
1999-07-25,28.289999
1999-08-01,28.029999
1999-08-08,28.23
1999-08-15,28.609999
1999-08-22,28.5
1999-08-29,28.119999
1999-09-05,27.699999
1999-09-12,28.13
1999-09-19,28.59
1999-09-26,28.68
1999-10-03,29.019999
1999-10-10,28.529999
1999-10-17,28.34
1999-10-24,28.48
1999-10-31,28.01
1999-11-07,28.17
1999-11-14,28.4
1999-11-21,28.46
1999-11-28,28.55
1999-12-05,28.119999
1999-12-12,28.32
1999-12-19,28.15
1999-12-26,27.73
2000-01-02,27.9
2000-01-09,28.199999
2000-01-16,28.189999
2000-01-23,28.51
2000-01-30,28.16
2000-02-06,27.74
2000-02-13,28.13
2000-02-20,28.849998
2000-02-27,29.279999
2000-03-05,29.38
2000-03-12,28.939999
2000-03-19,29.5
2000-03-26,29.64
2000-04-02,29.5
2000-04-09,29.539999
2000-04-16,29.75
2000-04-23,29.769999
2000-04-30,29.91
2000-05-07,29.84
2000-05-14,29.48
2000-05-21,29.25
2000-05-28,29.039999
2000-06-04,28.71
2000-06-11,29.09
2000-06-18,28.83
2000-06-25,28.68
2000-07-02,28.47
2000-07-09,28.09
2000-07-16,28.31
2000-07-23,28.529999
2000-07-30,28.98
2000-08-06,28.46
2000-08-13,28.519999
2000-08-20,28.33
2000-08-27,28.01
2000-09-03,27.83
2000-09-10,28.0
2000-09-17,28.47
2000-09-24,28.73
2000-10-01,28.65
2000-10-08,28.269999
2000-10-15,28.21
2000-10-22,28.38
2000-10-29,28.609999
2000-11-05,28.68
2000-11-12,28.449999
2000-11-19,28.24
2000-11-26,28.22
2000-12-03,28.24
2000-12-10,28.43
2000-12-17,28.75
2000-12-24,28.4
2000-12-31,27.789999
2001-01-07,28.279999
2001-01-14,27.84
2001-01-21,28.58
2001-01-28,28.849998
2001-02-04,28.65
2001-02-11,28.73
2001-02-18,28.769999
2001-02-25,29.01
2001-03-04,29.89
2001-03-11,29.5
2001-03-18,29.99
2001-03-25,29.609999
2001-04-01,30.0
2001-04-08,30.539999
2001-04-15,30.539999
2001-04-22,30.779999
2001-04-29,31.07
2001-05-06,30.279999
2001-05-13,29.779999
2001-05-20,29.47
2001-05-27,29.019999
2001-06-03,29.039999
2001-06-10,28.84
2001-06-17,29.06
2001-06-24,28.67
2001-07-01,28.42
2001-07-08,28.359999
2001-07-15,28.67
2001-07-22,29.09
2001-07-29,28.869999
2001-08-05,28.72
2001-08-12,28.439999
2001-08-19,28.16
2001-08-26,27.96
2001-09-02,28.439999
2001-09-09,29.199999
2001-09-16,29.429998
2001-09-23,29.289999
2001-09-30,29.019999
2001-10-07,28.84
2001-10-14,29.039999
2001-10-21,29.119999
2001-10-28,29.189999
2001-11-04,28.939999
2001-11-11,28.89
2001-11-18,28.98
2001-11-25,28.949999
2001-12-02,29.09
2001-12-09,28.82
2001-12-16,28.92
2001-12-23,28.32
2001-12-30,28.189999
2002-01-06,27.8
2002-01-13,27.97
2002-01-20,28.14
2002-01-27,28.31
2002-02-03,28.25
2002-02-10,28.449999
2002-02-17,28.519999
2002-02-24,29.07
2002-03-03,29.24
2002-03-10,29.22
2002-03-17,29.029999
2002-03-24,30.279999
2002-03-31,30.41
2002-04-07,30.59
2002-04-14,30.72
2002-04-21,31.07
2002-04-28,30.929998
2002-05-05,31.14
2002-05-12,29.72
2002-05-19,29.41
2002-05-26,28.83
2002-06-02,28.849998
2002-06-09,28.099998
2002-06-16,28.67
2002-06-23,29.06
2002-06-30,29.019999
2002-07-07,28.88
2002-07-14,28.789999
2002-07-21,28.91
2002-07-28,28.859999
2002-08-04,28.67
2002-08-11,28.4
2002-08-18,28.189999
2002-08-25,28.47
2002-09-01,28.46
2002-09-08,28.289999
2002-09-15,28.099998
2002-09-22,27.789999
2002-09-29,28.39
2002-10-06,28.75
2002-10-13,28.81
2002-10-20,29.539999
2002-10-27,29.539999
2002-11-03,29.39
2002-11-10,29.429998
2002-11-17,29.41
2002-11-24,29.429998
2002-12-01,29.55
2002-12-08,29.4
2002-12-15,28.519999
2002-12-22,28.47
2002-12-29,28.609999
2003-01-05,28.699999
2003-01-12,28.99
2003-01-19,28.349998
2003-01-26,28.359999
2003-02-02,28.41
2003-02-09,28.76
2003-02-16,28.869999
