date,sst
1989-12-31,27.33
1990-01-07,27.14
1990-01-14,26.609999
1990-01-21,26.99
1990-01-28,27.32
1990-02-04,27.49
1990-02-11,27.75
1990-02-18,27.949999
1990-02-25,28.13
1990-03-04,28.13
1990-03-11,28.359999
1990-03-18,29.019999
1990-03-25,28.689999
1990-04-01,28.949999
1990-04-08,29.199999
1990-04-15,29.58
1990-04-22,29.56
1990-04-29,30.38
1990-05-06,31.5
1990-05-13,31.46
1990-05-20,31.34
1990-05-27,30.279999
1990-06-03,29.859999
1990-06-10,29.39
1990-06-17,29.179998
1990-06-24,28.779999
1990-07-01,28.08
1990-07-08,27.859999
1990-07-15,28.21
1990-07-22,28.07
1990-07-29,28.019999
1990-08-05,28.3
1990-08-12,28.22
1990-08-19,27.98
1990-08-26,28.39
1990-09-02,28.43
1990-09-09,28.48
1990-09-16,28.71
1990-09-23,28.939999
1990-09-30,28.5
1990-10-07,28.58
1990-10-14,29.25
1990-10-21,29.59
1990-10-28,29.46
1990-11-04,28.42
1990-11-11,28.949999
1990-11-18,29.08
1990-11-25,28.769999
1990-12-02,28.109999
1990-12-09,27.67
1990-12-16,27.26
1990-12-23,27.39
1990-12-30,27.529999
1991-01-06,27.38
1991-01-13,27.34
1991-01-20,27.189999
1991-01-27,27.289999
1991-02-03,27.599998
1991-02-10,27.32
1991-02-17,27.41
1991-02-24,27.869999
1991-03-03,28.23
1991-03-10,28.32
1991-03-17,28.39
1991-03-24,29.359999
1991-03-31,29.65
1991-04-07,29.63
1991-04-14,29.97
1991-04-21,30.32
1991-04-28,29.5
1991-05-05,30.08
1991-05-12,30.779999
1991-05-19,30.91
1991-05-26,30.72
1991-06-02,29.89
1991-06-09,29.65
1991-06-16,29.019999
1991-06-23,29.449999
1991-06-30,29.119999
1991-07-07,29.33
1991-07-14,28.93
1991-07-21,29.06
1991-07-28,28.99
1991-08-04,28.949999
1991-08-11,28.65
1991-08-18,28.75
1991-08-25,28.32
1991-09-01,28.13
1991-09-08,28.64
1991-09-15,28.529999
1991-09-22,28.38
1991-09-29,29.08
1991-10-06,29.21
1991-10-13,28.99
1991-10-20,29.34
1991-10-27,29.16
1991-11-03,29.09
1991-11-10,28.609999
1991-11-17,28.189999
1991-11-24,27.64
1991-12-01,27.38
1991-12-08,27.43
1991-12-15,27.07
1991-12-22,26.609999
1991-12-29,26.92
1992-01-05,26.519999
1992-01-12,26.72
1992-01-19,26.82
1992-01-26,27.109999
1992-02-02,27.06
1992-02-09,26.91
1992-02-16,26.75
1992-02-23,26.76
1992-03-01,26.779999
1992-03-08,27.269999
1992-03-15,27.859999
1992-03-22,28.09
1992-03-29,28.119999
1992-04-05,28.189999
1992-04-12,28.9
1992-04-19,28.96
1992-04-26,29.72
1992-05-03,29.8
1992-05-10,29.929998
1992-05-17,29.519999
1992-05-24,29.8
1992-05-31,30.24
1992-06-07,31.21
1992-06-14,30.72
1992-06-21,30.5
1992-06-28,29.869999
1992-07-05,29.699999
1992-07-12,29.13
1992-07-19,28.91
1992-07-26,28.83
1992-08-02,28.449999
1992-08-09,28.439999
1992-08-16,28.98
1992-08-23,28.349998
1992-08-30,28.21
1992-09-06,28.25
1992-09-13,27.73
1992-09-20,28.269999
1992-09-27,28.939999
1992-10-04,29.13
1992-10-11,29.119999
1992-10-18,28.109999
1992-10-25,28.17
1992-11-01,28.06
1992-11-08,28.349998
1992-11-15,27.93
1992-11-22,27.9
1992-11-29,27.13
1992-12-06,26.949999
1992-12-13,26.76
1992-12-20,26.849998
1992-12-27,26.849998
1993-01-03,26.449999
1993-01-10,26.68
1993-01-17,26.72
1993-01-24,25.99
1993-01-31,26.119999
1993-02-07,26.23
1993-02-14,26.23
1993-02-21,26.5
1993-02-28,27.18
1993-03-07,27.9
1993-03-14,28.099998
1993-03-21,28.48
1993-03-28,28.64
1993-04-04,28.789999
1993-04-11,28.949999
1993-04-18,29.949999
1993-04-25,30.21
1993-05-02,30.369999
1993-05-09,31.23
1993-05-16,30.929998
1993-05-23,30.63
1993-05-30,30.23
1993-06-06,30.4
1993-06-13,29.15
1993-06-20,28.939999
1993-06-27,29.46
1993-07-04,29.25
1993-07-11,28.849998
1993-07-18,28.82
1993-07-25,28.72
1993-08-01,28.67
1993-08-08,28.609999
1993-08-15,28.25
1993-08-22,28.14
1993-08-29,28.529999
1993-09-05,28.359999
1993-09-12,28.21
1993-09-19,28.26
1993-09-26,28.939999
1993-10-03,29.33
1993-10-10,28.859999
1993-10-17,28.89
1993-10-24,29.0
1993-10-31,28.8
1993-11-07,28.529999
1993-11-14,28.59
1993-11-21,29.06
1993-11-28,29.289999
1993-12-05,29.449999
1993-12-12,28.26
1993-12-19,28.24
1993-12-26,27.01
1994-01-02,27.359999
1994-01-09,27.3
1994-01-16,27.31
1994-01-23,27.06
1994-01-30,27.16
1994-02-06,27.89
1994-02-13,27.779999
1994-02-20,27.4
1994-02-27,27.5
1994-03-06,27.269999
1994-03-13,27.83
1994-03-20,28.58
1994-03-27,28.64
1994-04-03,29.189999
1994-04-10,29.74
1994-04-17,29.73
1994-04-24,29.88
1994-05-01,29.369999
1994-05-08,29.359999
1994-05-15,29.65
1994-05-22,30.179998
1994-05-29,29.9
1994-06-05,29.609999
1994-06-12,29.25
1994-06-19,29.119999
1994-06-26,28.66
1994-07-03,28.439999
1994-07-10,28.21
1994-07-17,27.5
1994-07-24,27.449999
1994-07-31,28.199999
1994-08-07,28.279999
1994-08-14,28.349998
1994-08-21,27.99
1994-08-28,27.869999
1994-09-04,27.31
1994-09-11,27.55
1994-09-18,28.24
1994-09-25,28.76
1994-10-02,29.21
1994-10-09,29.369999
1994-10-16,29.21
1994-10-23,28.66
1994-10-30,28.39
1994-11-06,27.949999
1994-11-13,28.24
1994-11-20,28.47
1994-11-27,28.199999
1994-12-04,27.46
1994-12-11,27.33
1994-12-18,27.68
1994-12-25,27.26
1995-01-01,26.859999
1995-01-08,26.71
1995-01-15,27.06
1995-01-22,26.84
1995-01-29,27.359999
1995-02-05,27.16
1995-02-12,27.289999
1995-02-19,27.539999
1995-02-26,27.48
1995-03-05,28.109999
1995-03-12,28.34
1995-03-19,28.67
1995-03-26,29.14
1995-04-02,29.41
1995-04-09,29.99
1995-04-16,29.63
1995-04-23,30.32
1995-04-30,30.91
1995-05-07,30.9
1995-05-14,29.65
1995-05-21,29.57
1995-05-28,29.47
1995-06-04,29.71
1995-06-11,29.89
1995-06-18,29.55
1995-06-25,29.099998
1995-07-02,29.17
1995-07-09,28.769999
1995-07-16,28.599998
1995-07-23,28.46
1995-07-30,28.41
1995-08-06,28.47
1995-08-13,28.46
1995-08-20,28.939999
1995-08-27,28.699999
1995-09-03,28.22
1995-09-10,28.68
1995-09-17,28.519999
1995-09-24,28.599998
1995-10-01,28.93
1995-10-08,28.89
1995-10-15,29.32
1995-10-22,29.34
1995-10-29,29.4
1995-11-05,29.31
1995-11-12,28.91
1995-11-19,28.74
1995-11-26,28.529999
1995-12-03,28.16
1995-12-10,27.369999
1995-12-17,27.38
1995-12-24,27.3
1995-12-31,26.269999
1996-01-07,26.65
1996-01-14,26.59
1996-01-21,26.83
1996-01-28,26.779999
1996-02-04,26.75
1996-02-11,26.71
1996-02-18,27.26
1996-02-25,27.71
1996-03-03,27.92
1996-03-10,28.81
1996-03-17,28.8
1996-03-24,29.609999
1996-03-31,29.34
1996-04-07,29.65
1996-04-14,29.88
1996-04-21,30.13
1996-04-28,30.179998
1996-05-05,29.5
1996-05-12,29.66
1996-05-19,29.66
1996-05-26,29.34
1996-06-02,29.679998
1996-06-09,29.699999
1996-06-16,29.33
1996-06-23,29.099998
1996-06-30,29.08
1996-07-07,29.55
1996-07-14,29.17
1996-07-21,28.91
1996-07-28,27.8
1996-08-04,28.279999
1996-08-11,28.49
1996-08-18,28.699999
1996-08-25,28.369999
1996-09-01,28.289999
1996-09-08,28.529999
1996-09-15,28.48
1996-09-22,28.49
1996-09-29,28.269999
1996-10-06,28.71
1996-10-13,29.539999
1996-10-20,29.46
1996-10-27,28.859999
1996-11-03,28.23
1996-11-10,28.519999
1996-11-17,28.39
1996-11-24,28.32
1996-12-01,28.609999
1996-12-08,27.81
1996-12-15,28.58
1996-12-22,28.289999
