date,slhf,mslp,snsr,sntr,sshf,w10u,w10v,z500,z500windu,z500windv,z850,z850windu,z850windv,sst
1981-09-01,-623321.427784475,100495.34541805272,488256.06152625405,-85697.84756534884,52664.68965254142,30.90277161405457,-0.4555458824534102,57338.450898366566,-0.0769012790188803,0.4470437619322784,14483.331795085584,29.309585786667267,1.319413371203487,29.215
1981-09-02,-504823.992019288,100557.84509629216,532576.7270840646,-118091.29349335458,67791.9005234004,30.91521224590234,-1.028890535028258,57471.634890532245,1.7467823811784395,0.8675802907035206,14571.270927373898,28.4968388342507,-0.0525026646079225,28.744999
1981-09-03,-427788.6407764028,100530.64072442512,767694.8766575619,-97787.1281949553,69071.89528939617,30.81845177597524,-1.402064984709144,57353.90318475043,-1.0433171837369102,-2.940482530600712,14544.445458120812,29.671268573676173,1.439095868673303,28.785
1981-09-04,-475019.3631452855,100583.40895474415,249295.46262188532,-87940.91891108302,46264.715822562575,30.23650666398513,-1.8310011337676335,57302.39556347088,-0.8977863180852541,-2.35033734657919,14529.721704320247,29.40104580177297,0.913822685333555,28.8275
1981-09-05,-539916.5389193231,100783.12932904508,293483.62992690713,-101981.96291944524,34744.76292860089,29.99184090431233,-2.032601123825124,57458.880622405886,1.8786697281752536,3.688195461578041,14707.213530957208,27.376453649205867,2.886367551039782,28.795
1981-09-06,-496050.8552942793,100999.95860804385,489846.04055971815,-114479.07470282156,43704.72629057127,29.600652147321355,-1.8367202824217468,57675.94845494111,0.7780925566846015,3.990238272297717,14914.354560452844,25.840341122771488,3.0902710652476166,28.607498
1981-09-07,-437763.5770527825,101081.20770439606,761334.9605237057,-134433.67044084665,43937.45261166128,29.237109238880976,-3.0406010741125744,57757.37955144021,-3.45367214609247,-1.4976472578551787,14996.041139757355,24.979785526095124,-0.1389400238916784,28.517498
1981-09-08,-424543.7819877008,101052.08131089486,801415.6819922787,-152407.37200341816,45101.084217112046,29.40298433018457,-3.1078010707984047,57686.24997919703,-6.184649796836835,-1.121255447573736,14958.324126597,24.352037240596907,-2.949262371886618,28.4125
1981-09-09,-442450.5953031296,101022.39190095544,903373.0875131614,-154621.31255245453,43239.27364839078,29.10579145826563,-2.89333299626916,57699.74007048452,-6.778142858322495,3.657991180506073,14923.430847042231,22.466713747395307,-2.696599321672562,28.6425
1981-09-10,-417573.3445897487,101029.19663411468,935106.4190560482,-166215.3696381976,50453.789602185134,28.427085876348425,-4.225894632677534,57777.982599952025,-4.20633959188463,2.7797436231827053,14942.18850599364,22.543623305552373,-0.8969291745338466,28.765001
1981-09-11,-382360.6177345766,101003.28331718373,947097.510933423,-174430.25430699042,57668.30555597949,28.653781834463334,-4.579052062069024,57743.64418576566,-4.7247933007686544,0.4772480430042458,14927.666447450616,22.6142969535886,-0.732919826149284,29.1025
1981-09-12,-354358.6881876306,101065.78784901313,957366.1255245449,-188995.65265591384,57901.0318770695,28.86665486830295,-5.195290329549721,57794.17070949703,-6.175554117733606,-0.2151270154147053,15001.486911710988,22.258850076700533,-3.323824262116227,29.33
1981-09-13,-419376.0439168054,101138.10633979256,917749.1479407324,-173148.49925228517,49988.33696000488,27.502332242330887,-7.836107220586489,57837.58427600407,-8.435830374885894,1.7481512542631936,15067.23956566968,19.86633922700368,-4.76001423175402,28.679998
1981-09-14,-730401.7678116369,101197.85403251035,816652.981062976,-149494.29233363346,-3073.2642485464457,25.67355936070876,-9.989366688860104,57810.35881904203,-7.2261050541565,-0.2825057962675563,15062.398879488674,16.983270114467167,-5.901430642808746,28.119999
1981-09-15,-1161847.8067538491,101265.12964329518,642749.0242778449,-144745.97247188445,-42520.3756733248,24.56910771111233,-13.17064312771057,57734.32375905793,-9.650103535166904,-1.525528132690842,15072.281947108231,13.620035922625725,-7.725480557950572,28.1225
1981-09-16,-1088417.8541650772,101193.58772691332,650566.4211923764,-135074.54796819924,-89880.18201516801,24.70871924629285,-12.084004883429062,57663.19418681475,-10.716571910020448,0.5515970425660126,14982.52755750204,13.44958771265601,-5.478109216572916,28.332499
1981-09-17,-902739.8234782476,101019.36811439465,356552.7982543148,-129452.30420551484,-56018.50229655299,25.231225783899177,-8.928464613522108,57595.00790721611,-6.214210753922329,1.0975975080977358,14834.886628981294,15.989681768546149,-1.887634292478435,28.275
1981-09-18,-780276.4491935361,100854.62270952707,402595.9410983781,-128986.21145834924,-28673.15956846159,25.78828963219375,-8.688260370049353,57478.01202459543,-3.5491767766763704,2.0594876899280914,14708.625397760004,16.598722323681834,-2.909368206063346,28.325
1981-09-19,-764532.8750705752,100801.19439097,663087.5060809059,-161904.01172691624,37653.84194222768,26.079953334402568,-10.737145375385404,57487.33245130316,-4.031247769147482,-0.5078762011891613,14698.137244367816,17.157875597850776,-6.943111639305293,28.154999
1981-09-20,-595559.8581478035,100656.7903817304,888069.5393160698,-190889.1544412739,49871.97379945987,29.311753029967598,-11.04311982838046,57497.38870117202,-2.778317972677751,-4.411198678181908,14581.759080766082,19.99313606612749,-11.333686222410952,28.119999
1981-09-21,-599165.2568019165,100328.96435336012,881047.1319182704,-181246.8607342866,72795.51642683847,30.67884024079472,-11.024532595254591,57241.81278987065,2.8678248306513563,-8.302904123993127,14285.26705217934,23.52058255781781,-12.71446762840531,28.265001
1981-09-22,-528499.443181298,100290.23755886823,958624.8589260372,-190772.6312544825,63602.82674377784,30.79218821985217,-6.706575361399132,57171.17376640156,3.963854162590392,-2.545503470428826,14224.355084401655,26.971119491351057,-5.307450840551141,28.2325
1981-09-23,-358204.44675201806,100402.71465318523,940870.0930523552,-178042.47309752344,55573.76866616821,29.032529959606546,-8.06058380526043,57209.92711955474,-1.2047654878192162,1.539044692995725,14315.3196455531,23.05081066204762,-4.766663259391232,27.949999
1981-09-24,-428029.00068667694,100671.72002452488,900656.8733309936,-168050.60983016196,56155.584468893474,27.65438440935918,-6.951068966362471,57476.54037827316,-1.5549491332935157,6.336878570965975,14586.59976694709,21.599922240598097,-0.8038427876128789,28.39
1981-09-25,-430913.3196099675,100949.45700424787,788894.5971037494,-130034.92013947175,51733.7843681809,26.79736310429061,-7.744600842120676,57854.01765993612,-4.9681027167800185,4.46885995697659,14875.427375747237,18.970446806309205,-2.758656912953207,28.535
1981-09-26,-403993.0096592556,100938.92956756995,824470.3779775077,-152203.45642653323,54410.13706071745,26.80842144371085,-9.05142630958554,57814.03793484771,-10.782515583518853,2.145453720671384,14871.79686111148,17.42186245963314,-5.00159556923939,28.329998
1981-09-27,-621879.2683228296,100708.28211788335,817911.7144644684,-116430.8380815772,32882.952359879855,25.89196156425849,-6.347698783353529,57544.97193225884,-10.0321220575025,6.044129385191519,14622.098132274485,16.943776017035162,-1.8654708670210616,27.502499
1981-09-28,-574768.7259090841,100733.1955952774,520585.6352066898,-99797.15316710668,23341.17319518421,27.516155166606183,-1.2476479710480877,57555.76400528884,6.992715303965492,12.556637065555012,14628.148990000744,21.5957649671842,6.261857248197742,27.169998
1981-09-29,-523932.60488608805,100672.9382756111,371061.3569346743,-87300.04138373036,29508.420704072807,28.33170769884886,-1.300550096098635,57543.25501154952,9.257539400669394,5.618946043947666,14584.179423856587,24.1732744837994,5.34872411935396,27.419998
